,Number of Insured,Number of Uninsured,State,Race,RACECAT,IPRCAT,Income Poverty Ratio,Age Range,AGECAT,Sex,SEXCAT,Year,state
13905,28345,10186,Oregon,Hispanic (any race),3,3,<= 138% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13906,85428,23795,Oregon,Hispanic (any race),3,4,<= 400% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13907,57083,13609,Oregon,Hispanic (any race),3,5,138% to 400% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13908,9224079,771230,Pennsylvania,All Races,0,0,All Incomes,Under 65 years,0,Both Sexes,0,2020,42
13909,2227035,343165,Pennsylvania,All Races,0,1,<= 200% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13910,2901914,432918,Pennsylvania,All Races,0,2,<= 250% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13911,1424578,215218,Pennsylvania,All Races,0,3,<= 138% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13912,4917550,617509,Pennsylvania,All Races,0,4,<= 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13913,3492972,402291,Pennsylvania,All Races,0,5,138% to 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13914,4562952,422660,Pennsylvania,All Races,0,0,All Incomes,Under 65 years,0,Male Only,1,2020,42
13915,1025357,177664,Pennsylvania,All Races,0,1,<= 200% of Poverty,Under 65 years,0,Male Only,1,2020,42
13916,1354984,227288,Pennsylvania,All Races,0,2,<= 250% of Poverty,Under 65 years,0,Male Only,1,2020,42
13917,643944,109410,Pennsylvania,All Races,0,3,<= 138% of Poverty,Under 65 years,0,Male Only,1,2020,42
13918,2362490,333556,Pennsylvania,All Races,0,4,<= 400% of Poverty,Under 65 years,0,Male Only,1,2020,42
13919,1718546,224146,Pennsylvania,All Races,0,5,138% to 400% of Poverty,Under 65 years,0,Male Only,1,2020,42
13920,4661127,348570,Pennsylvania,All Races,0,0,All Incomes,Under 65 years,0,Female Only,2,2020,42
13921,1201678,165501,Pennsylvania,All Races,0,1,<= 200% of Poverty,Under 65 years,0,Female Only,2,2020,42
13922,1546930,205630,Pennsylvania,All Races,0,2,<= 250% of Poverty,Under 65 years,0,Female Only,2,2020,42
13923,780634,105808,Pennsylvania,All Races,0,3,<= 138% of Poverty,Under 65 years,0,Female Only,2,2020,42
13924,2555060,283953,Pennsylvania,All Races,0,4,<= 400% of Poverty,Under 65 years,0,Female Only,2,2020,42
13925,1774426,178145,Pennsylvania,All Races,0,5,138% to 400% of Poverty,Under 65 years,0,Female Only,2,2020,42
13926,6785308,488147,Pennsylvania,"White alone, not Hispanic",1,0,All Incomes,Under 65 years,0,Both Sexes,0,2020,42
13927,1261118,188180,Pennsylvania,"White alone, not Hispanic",1,1,<= 200% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13928,1720007,246183,Pennsylvania,"White alone, not Hispanic",1,2,<= 250% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13929,760814,109332,Pennsylvania,"White alone, not Hispanic",1,3,<= 138% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13930,3225433,374180,Pennsylvania,"White alone, not Hispanic",1,4,<= 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13931,2464619,264848,Pennsylvania,"White alone, not Hispanic",1,5,138% to 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13932,3388503,264657,Pennsylvania,"White alone, not Hispanic",1,0,All Incomes,Under 65 years,0,Male Only,1,2020,42
13933,582890,94979,Pennsylvania,"White alone, not Hispanic",1,1,<= 200% of Poverty,Under 65 years,0,Male Only,1,2020,42
13934,808905,126067,Pennsylvania,"White alone, not Hispanic",1,2,<= 250% of Poverty,Under 65 years,0,Male Only,1,2020,42
13935,343169,54219,Pennsylvania,"White alone, not Hispanic",1,3,<= 138% of Poverty,Under 65 years,0,Male Only,1,2020,42
13936,1563973,198938,Pennsylvania,"White alone, not Hispanic",1,4,<= 400% of Poverty,Under 65 years,0,Male Only,1,2020,42
13937,1220804,144719,Pennsylvania,"White alone, not Hispanic",1,5,138% to 400% of Poverty,Under 65 years,0,Male Only,1,2020,42
13938,3396805,223490,Pennsylvania,"White alone, not Hispanic",1,0,All Incomes,Under 65 years,0,Female Only,2,2020,42
13939,678228,93201,Pennsylvania,"White alone, not Hispanic",1,1,<= 200% of Poverty,Under 65 years,0,Female Only,2,2020,42
13940,911102,120116,Pennsylvania,"White alone, not Hispanic",1,2,<= 250% of Poverty,Under 65 years,0,Female Only,2,2020,42
13941,417645,55113,Pennsylvania,"White alone, not Hispanic",1,3,<= 138% of Poverty,Under 65 years,0,Female Only,2,2020,42
13942,1661460,175242,Pennsylvania,"White alone, not Hispanic",1,4,<= 400% of Poverty,Under 65 years,0,Female Only,2,2020,42
13943,1243815,120129,Pennsylvania,"White alone, not Hispanic",1,5,138% to 400% of Poverty,Under 65 years,0,Female Only,2,2020,42
13944,987173,97164,Pennsylvania,"Black alone, not Hispanic",2,0,All Incomes,Under 65 years,0,Both Sexes,0,2020,42
13945,432859,53713,Pennsylvania,"Black alone, not Hispanic",2,1,<= 200% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13946,523868,64413,Pennsylvania,"Black alone, not Hispanic",2,2,<= 250% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13947,300852,36927,Pennsylvania,"Black alone, not Hispanic",2,3,<= 138% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13948,736681,84022,Pennsylvania,"Black alone, not Hispanic",2,4,<= 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13949,435829,47095,Pennsylvania,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13950,463328,53809,Pennsylvania,"Black alone, not Hispanic",2,0,All Incomes,Under 65 years,0,Male Only,1,2020,42
13951,193906,28702,Pennsylvania,"Black alone, not Hispanic",2,1,<= 200% of Poverty,Under 65 years,0,Male Only,1,2020,42
13952,235810,34779,Pennsylvania,"Black alone, not Hispanic",2,2,<= 250% of Poverty,Under 65 years,0,Male Only,1,2020,42
13953,133271,19504,Pennsylvania,"Black alone, not Hispanic",2,3,<= 138% of Poverty,Under 65 years,0,Male Only,1,2020,42
13954,337756,45981,Pennsylvania,"Black alone, not Hispanic",2,4,<= 400% of Poverty,Under 65 years,0,Male Only,1,2020,42
13955,204485,26477,Pennsylvania,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,Under 65 years,0,Male Only,1,2020,42
13956,523845,43355,Pennsylvania,"Black alone, not Hispanic",2,0,All Incomes,Under 65 years,0,Female Only,2,2020,42
13957,238953,25011,Pennsylvania,"Black alone, not Hispanic",2,1,<= 200% of Poverty,Under 65 years,0,Female Only,2,2020,42
13958,288058,29634,Pennsylvania,"Black alone, not Hispanic",2,2,<= 250% of Poverty,Under 65 years,0,Female Only,2,2020,42
13959,167581,17423,Pennsylvania,"Black alone, not Hispanic",2,3,<= 138% of Poverty,Under 65 years,0,Female Only,2,2020,42
13960,398925,38041,Pennsylvania,"Black alone, not Hispanic",2,4,<= 400% of Poverty,Under 65 years,0,Female Only,2,2020,42
13961,231344,20618,Pennsylvania,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,Under 65 years,0,Female Only,2,2020,42
13962,801342,133678,Pennsylvania,Hispanic (any race),3,0,All Incomes,Under 65 years,0,Both Sexes,0,2020,42
13963,349010,76877,Pennsylvania,Hispanic (any race),3,1,<= 200% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13964,423945,92311,Pennsylvania,Hispanic (any race),3,2,<= 250% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13965,242477,52941,Pennsylvania,Hispanic (any race),3,3,<= 138% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13966,591572,117932,Pennsylvania,Hispanic (any race),3,4,<= 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13967,349095,64991,Pennsylvania,Hispanic (any race),3,5,138% to 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,42
13968,395868,75899,Pennsylvania,Hispanic (any race),3,0,All Incomes,Under 65 years,0,Male Only,1,2020,42
13969,162240,41036,Pennsylvania,Hispanic (any race),3,1,<= 200% of Poverty,Under 65 years,0,Male Only,1,2020,42
13970,200153,50350,Pennsylvania,Hispanic (any race),3,2,<= 250% of Poverty,Under 65 years,0,Male Only,1,2020,42
13971,111388,27321,Pennsylvania,Hispanic (any race),3,3,<= 138% of Poverty,Under 65 years,0,Male Only,1,2020,42
13972,286984,66247,Pennsylvania,Hispanic (any race),3,4,<= 400% of Poverty,Under 65 years,0,Male Only,1,2020,42
13973,175596,38926,Pennsylvania,Hispanic (any race),3,5,138% to 400% of Poverty,Under 65 years,0,Male Only,1,2020,42
13974,405474,57779,Pennsylvania,Hispanic (any race),3,0,All Incomes,Under 65 years,0,Female Only,2,2020,42
13975,186770,35841,Pennsylvania,Hispanic (any race),3,1,<= 200% of Poverty,Under 65 years,0,Female Only,2,2020,42
13976,223792,41961,Pennsylvania,Hispanic (any race),3,2,<= 250% of Poverty,Under 65 years,0,Female Only,2,2020,42
13977,131089,25620,Pennsylvania,Hispanic (any race),3,3,<= 138% of Poverty,Under 65 years,0,Female Only,2,2020,42
13978,304588,51685,Pennsylvania,Hispanic (any race),3,4,<= 400% of Poverty,Under 65 years,0,Female Only,2,2020,42
13979,173499,26065,Pennsylvania,Hispanic (any race),3,5,138% to 400% of Poverty,Under 65 years,0,Female Only,2,2020,42
13980,6811934,622855,Pennsylvania,All Races,0,0,All Incomes,18 to 64 years,1,Both Sexes,0,2020,42
13981,1457440,272267,Pennsylvania,All Races,0,1,<= 200% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
13982,1925732,344696,Pennsylvania,All Races,0,2,<= 250% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
13983,927951,172336,Pennsylvania,All Races,0,3,<= 138% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
13984,3400293,494335,Pennsylvania,All Races,0,4,<= 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
13985,2472342,321999,Pennsylvania,All Races,0,5,138% to 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
13986,3327453,348724,Pennsylvania,All Races,0,0,All Incomes,18 to 64 years,1,Male Only,1,2020,42
13987,625316,142678,Pennsylvania,All Races,0,1,<= 200% of Poverty,18 to 64 years,1,Male Only,1,2020,42
13988,847182,183821,Pennsylvania,All Races,0,2,<= 250% of Poverty,18 to 64 years,1,Male Only,1,2020,42
13989,383820,87925,Pennsylvania,All Races,0,3,<= 138% of Poverty,18 to 64 years,1,Male Only,1,2020,42
13990,1579524,272237,Pennsylvania,All Races,0,4,<= 400% of Poverty,18 to 64 years,1,Male Only,1,2020,42
13991,1195704,184312,Pennsylvania,All Races,0,5,138% to 400% of Poverty,18 to 64 years,1,Male Only,1,2020,42
13992,3484481,274131,Pennsylvania,All Races,0,0,All Incomes,18 to 64 years,1,Female Only,2,2020,42
13993,832124,129589,Pennsylvania,All Races,0,1,<= 200% of Poverty,18 to 64 years,1,Female Only,2,2020,42
13994,1078550,160875,Pennsylvania,All Races,0,2,<= 250% of Poverty,18 to 64 years,1,Female Only,2,2020,42
13995,544131,84411,Pennsylvania,All Races,0,3,<= 138% of Poverty,18 to 64 years,1,Female Only,2,2020,42
13996,1820769,222098,Pennsylvania,All Races,0,4,<= 400% of Poverty,18 to 64 years,1,Female Only,2,2020,42
13997,1276638,137687,Pennsylvania,All Races,0,5,138% to 400% of Poverty,18 to 64 years,1,Female Only,2,2020,42
13998,5211600,385483,Pennsylvania,"White alone, not Hispanic",1,0,All Incomes,18 to 64 years,1,Both Sexes,0,2020,42
13999,905323,144431,Pennsylvania,"White alone, not Hispanic",1,1,<= 200% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
14000,1233232,189925,Pennsylvania,"White alone, not Hispanic",1,2,<= 250% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
14001,556188,85376,Pennsylvania,"White alone, not Hispanic",1,3,<= 138% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
14002,2355726,291271,Pennsylvania,"White alone, not Hispanic",1,4,<= 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
14003,1799538,205895,Pennsylvania,"White alone, not Hispanic",1,5,138% to 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
14004,2579734,214193,Pennsylvania,"White alone, not Hispanic",1,0,All Incomes,18 to 64 years,1,Male Only,1,2020,42
14005,395951,74124,Pennsylvania,"White alone, not Hispanic",1,1,<= 200% of Poverty,18 to 64 years,1,Male Only,1,2020,42
14006,552264,99167,Pennsylvania,"White alone, not Hispanic",1,2,<= 250% of Poverty,18 to 64 years,1,Male Only,1,2020,42
14007,235056,42727,Pennsylvania,"White alone, not Hispanic",1,3,<= 138% of Poverty,18 to 64 years,1,Male Only,1,2020,42
14008,1112542,158447,Pennsylvania,"White alone, not Hispanic",1,4,<= 400% of Poverty,18 to 64 years,1,Male Only,1,2020,42
14009,877486,115720,Pennsylvania,"White alone, not Hispanic",1,5,138% to 400% of Poverty,18 to 64 years,1,Male Only,1,2020,42
14010,2631866,171290,Pennsylvania,"White alone, not Hispanic",1,0,All Incomes,18 to 64 years,1,Female Only,2,2020,42
14011,509372,70307,Pennsylvania,"White alone, not Hispanic",1,1,<= 200% of Poverty,18 to 64 years,1,Female Only,2,2020,42
14012,680968,90758,Pennsylvania,"White alone, not Hispanic",1,2,<= 250% of Poverty,18 to 64 years,1,Female Only,2,2020,42
14013,321132,42649,Pennsylvania,"White alone, not Hispanic",1,3,<= 138% of Poverty,18 to 64 years,1,Female Only,2,2020,42
14014,1243184,132824,Pennsylvania,"White alone, not Hispanic",1,4,<= 400% of Poverty,18 to 64 years,1,Female Only,2,2020,42
14015,922052,90175,Pennsylvania,"White alone, not Hispanic",1,5,138% to 400% of Poverty,18 to 64 years,1,Female Only,2,2020,42
14016,695641,84325,Pennsylvania,"Black alone, not Hispanic",2,0,All Incomes,18 to 64 years,1,Both Sexes,0,2020,42
14017,266419,45593,Pennsylvania,"Black alone, not Hispanic",2,1,<= 200% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
14018,329248,54958,Pennsylvania,"Black alone, not Hispanic",2,2,<= 250% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
14019,182117,31203,Pennsylvania,"Black alone, not Hispanic",2,3,<= 138% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
14020,490152,72331,Pennsylvania,"Black alone, not Hispanic",2,4,<= 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
14021,308035,41128,Pennsylvania,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
14022,315639,47188,Pennsylvania,"Black alone, not Hispanic",2,0,All Incomes,18 to 64 years,1,Male Only,1,2020,42
14023,108973,24557,Pennsylvania,"Black alone, not Hispanic",2,1,<= 200% of Poverty,18 to 64 years,1,Male Only,1,2020,42
14024,136843,29940,Pennsylvania,"Black alone, not Hispanic",2,2,<= 250% of Poverty,18 to 64 years,1,Male Only,1,2020,42
14025,72119,16589,Pennsylvania,"Black alone, not Hispanic",2,3,<= 138% of Poverty,18 to 64 years,1,Male Only,1,2020,42
14026,212675,39963,Pennsylvania,"Black alone, not Hispanic",2,4,<= 400% of Poverty,18 to 64 years,1,Male Only,1,2020,42
14027,140556,23374,Pennsylvania,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,18 to 64 years,1,Male Only,1,2020,42
14028,380002,37137,Pennsylvania,"Black alone, not Hispanic",2,0,All Incomes,18 to 64 years,1,Female Only,2,2020,42
14029,157446,21036,Pennsylvania,"Black alone, not Hispanic",2,1,<= 200% of Poverty,18 to 64 years,1,Female Only,2,2020,42
14030,192405,25018,Pennsylvania,"Black alone, not Hispanic",2,2,<= 250% of Poverty,18 to 64 years,1,Female Only,2,2020,42
14031,109998,14614,Pennsylvania,"Black alone, not Hispanic",2,3,<= 138% of Poverty,18 to 64 years,1,Female Only,2,2020,42
14032,277477,32368,Pennsylvania,"Black alone, not Hispanic",2,4,<= 400% of Poverty,18 to 64 years,1,Female Only,2,2020,42
14033,167479,17754,Pennsylvania,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,18 to 64 years,1,Female Only,2,2020,42
14034,486098,109569,Pennsylvania,Hispanic (any race),3,0,All Incomes,18 to 64 years,1,Both Sexes,0,2020,42
14035,179376,61984,Pennsylvania,Hispanic (any race),3,1,<= 200% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
14036,226048,74930,Pennsylvania,Hispanic (any race),3,2,<= 250% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
14037,120194,42435,Pennsylvania,Hispanic (any race),3,3,<= 138% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
14038,335552,96387,Pennsylvania,Hispanic (any race),3,4,<= 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
14039,215358,53952,Pennsylvania,Hispanic (any race),3,5,138% to 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,42
14040,234075,63684,Pennsylvania,Hispanic (any race),3,0,All Incomes,18 to 64 years,1,Male Only,1,2020,42
14041,74791,33348,Pennsylvania,Hispanic (any race),3,1,<= 200% of Poverty,18 to 64 years,1,Male Only,1,2020,42
14042,98037,41432,Pennsylvania,Hispanic (any race),3,2,<= 250% of Poverty,18 to 64 years,1,Male Only,1,2020,42
14043,47705,21768,Pennsylvania,Hispanic (any race),3,3,<= 138% of Poverty,18 to 64 years,1,Male Only,1,2020,42
14044,154276,55208,Pennsylvania,Hispanic (any race),3,4,<= 400% of Poverty,18 to 64 years,1,Male Only,1,2020,42
14045,106571,33440,Pennsylvania,Hispanic (any race),3,5,138% to 400% of Poverty,18 to 64 years,1,Male Only,1,2020,42
14046,252023,45885,Pennsylvania,Hispanic (any race),3,0,All Incomes,18 to 64 years,1,Female Only,2,2020,42
14047,104585,28636,Pennsylvania,Hispanic (any race),3,1,<= 200% of Poverty,18 to 64 years,1,Female Only,2,2020,42
14048,128011,33498,Pennsylvania,Hispanic (any race),3,2,<= 250% of Poverty,18 to 64 years,1,Female Only,2,2020,42
14049,72489,20667,Pennsylvania,Hispanic (any race),3,3,<= 138% of Poverty,18 to 64 years,1,Female Only,2,2020,42
14050,181276,41179,Pennsylvania,Hispanic (any race),3,4,<= 400% of Poverty,18 to 64 years,1,Female Only,2,2020,42
14051,108787,20512,Pennsylvania,Hispanic (any race),3,5,138% to 400% of Poverty,18 to 64 years,1,Female Only,2,2020,42
14052,3763757,280107,Pennsylvania,All Races,0,0,All Incomes,40 to 64 years,2,Both Sexes,0,2020,42
14053,699544,116106,Pennsylvania,All Races,0,1,<= 200% of Poverty,40 to 64 years,2,Both Sexes,0,2020,42
14054,929361,147269,Pennsylvania,All Races,0,2,<= 250% of Poverty,40 to 64 years,2,Both Sexes,0,2020,42
14055,443216,74416,Pennsylvania,All Races,0,3,<= 138% of Poverty,40 to 64 years,2,Both Sexes,0,2020,42
14056,1700059,216073,Pennsylvania,All Races,0,4,<= 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,42
14057,1256843,141657,Pennsylvania,All Races,0,5,138% to 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,42
14058,1821371,148254,Pennsylvania,All Races,0,0,All Incomes,40 to 64 years,2,Male Only,1,2020,42
14059,308632,59149,Pennsylvania,All Races,0,1,<= 200% of Poverty,40 to 64 years,2,Male Only,1,2020,42
14060,415053,75548,Pennsylvania,All Races,0,2,<= 250% of Poverty,40 to 64 years,2,Male Only,1,2020,42
14061,191733,37709,Pennsylvania,All Races,0,3,<= 138% of Poverty,40 to 64 years,2,Male Only,1,2020,42
14062,789951,112925,Pennsylvania,All Races,0,4,<= 400% of Poverty,40 to 64 years,2,Male Only,1,2020,42
14063,598218,75216,Pennsylvania,All Races,0,5,138% to 400% of Poverty,40 to 64 years,2,Male Only,1,2020,42
14064,1942386,131853,Pennsylvania,All Races,0,0,All Incomes,40 to 64 years,2,Female Only,2,2020,42
14065,390912,56957,Pennsylvania,All Races,0,1,<= 200% of Poverty,40 to 64 years,2,Female Only,2,2020,42
14066,514308,71721,Pennsylvania,All Races,0,2,<= 250% of Poverty,40 to 64 years,2,Female Only,2,2020,42
14067,251483,36707,Pennsylvania,All Races,0,3,<= 138% of Poverty,40 to 64 years,2,Female Only,2,2020,42
14068,910108,103148,Pennsylvania,All Races,0,4,<= 400% of Poverty,40 to 64 years,2,Female Only,2,2020,42
14069,658625,66441,Pennsylvania,All Races,0,5,138% to 400% of Poverty,40 to 64 years,2,Female Only,2,2020,42
14070,3027768,181489,Pennsylvania,"White alone, not Hispanic",1,0,All Incomes,40 to 64 years,2,Both Sexes,0,2020,42
14071,469674,63646,Pennsylvania,"White alone, not Hispanic",1,1,<= 200% of Poverty,40 to 64 years,2,Both Sexes,0,2020,42
14072,640639,84117,Pennsylvania,"White alone, not Hispanic",1,2,<= 250% of Poverty,40 to 64 years,2,Both Sexes,0,2020,42
14073,287497,38195,Pennsylvania,"White alone, not Hispanic",1,3,<= 138% of Poverty,40 to 64 years,2,Both Sexes,0,2020,42
14074,1254838,132744,Pennsylvania,"White alone, not Hispanic",1,4,<= 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,42
14075,967341,94549,Pennsylvania,"White alone, not Hispanic",1,5,138% to 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,42
14076,1484120,95619,Pennsylvania,"White alone, not Hispanic",1,0,All Incomes,40 to 64 years,2,Male Only,1,2020,42
14077,212286,32084,Pennsylvania,"White alone, not Hispanic",1,1,<= 200% of Poverty,40 to 64 years,2,Male Only,1,2020,42
14078,293062,42642,Pennsylvania,"White alone, not Hispanic",1,2,<= 250% of Poverty,40 to 64 years,2,Male Only,1,2020,42
14079,127853,19359,Pennsylvania,"White alone, not Hispanic",1,3,<= 138% of Poverty,40 to 64 years,2,Male Only,1,2020,42
14080,594503,68824,Pennsylvania,"White alone, not Hispanic",1,4,<= 400% of Poverty,40 to 64 years,2,Male Only,1,2020,42
14081,466650,49465,Pennsylvania,"White alone, not Hispanic",1,5,138% to 400% of Poverty,40 to 64 years,2,Male Only,1,2020,42
14082,1543648,85870,Pennsylvania,"White alone, not Hispanic",1,0,All Incomes,40 to 64 years,2,Female Only,2,2020,42
14083,257388,31562,Pennsylvania,"White alone, not Hispanic",1,1,<= 200% of Poverty,40 to 64 years,2,Female Only,2,2020,42
